depth,trees,class_weight,undersampling,threshold,accuracy_mean,FAR_mean,FRR_mean,accuracy_std,FAR_std,FRR_std
10.0,600,balanced_subsample,True,0.3,0.9634920634920634,0.03333333333333334,0.1,0.03408081040251411,0.034156502553198666,0.15275252316519466
20.0,600,balanced_subsample,True,0.3,0.9634920634920634,0.03333333333333334,0.1,0.03408081040251411,0.034156502553198666,0.15275252316519466
30.0,600,balanced_subsample,True,0.3,0.9634920634920634,0.03333333333333334,0.1,0.03408081040251411,0.034156502553198666,0.15275252316519466
,300,balanced,True,0.3,0.9603174603174602,0.03666666666666667,0.1,0.036714392083239296,0.03785938897200183,0.15275252316519466
10.0,300,balanced,True,0.3,0.9603174603174602,0.03666666666666667,0.1,0.036714392083239296,0.03785938897200183,0.15275252316519466
20.0,300,balanced,True,0.3,0.9603174603174602,0.03666666666666667,0.1,0.036714392083239296,0.03785938897200183,0.15275252316519466
30.0,300,balanced,True,0.3,0.9603174603174602,0.03666666666666667,0.1,0.036714392083239296,0.03785938897200183,0.15275252316519466
,300,balanced_subsample,True,0.3,0.9579365079365079,0.03916666666666667,0.1,0.03302006994081702,0.033860416089850076,0.15275252316519466
10.0,300,balanced_subsample,True,0.3,0.9579365079365079,0.03916666666666667,0.1,0.03302006994081702,0.033860416089850076,0.15275252316519466
20.0,300,balanced_subsample,True,0.3,0.9579365079365079,0.03916666666666667,0.1,0.03302006994081702,0.033860416089850076,0.15275252316519466
30.0,300,balanced_subsample,True,0.3,0.9579365079365079,0.03916666666666667,0.1,0.03302006994081702,0.033860416089850076,0.15275252316519466
,100,balanced,True,0.3,0.9531746031746031,0.044166666666666674,0.1,0.034219144662396984,0.03344772040064913,0.15275252316519466
10.0,100,balanced,True,0.3,0.9531746031746031,0.044166666666666674,0.1,0.034219144662396984,0.03344772040064913,0.15275252316519466
20.0,100,balanced,True,0.3,0.9531746031746031,0.044166666666666674,0.1,0.034219144662396984,0.03344772040064913,0.15275252316519466
30.0,100,balanced,True,0.3,0.9531746031746031,0.044166666666666674,0.1,0.034219144662396984,0.03344772040064913,0.15275252316519466
,300,,False,0.1,0.95,0.048333333333333346,0.08333333333333333,0.022037211709388608,0.02522124325070259,0.1787300882460601
,600,,False,0.1,0.95,0.048333333333333346,0.08333333333333333,0.023152304993356857,0.02522124325070259,0.1787300882460601
10.0,300,,False,0.1,0.95,0.048333333333333346,0.08333333333333333,0.022037211709388608,0.02522124325070259,0.1787300882460601
10.0,600,,False,0.1,0.95,0.048333333333333346,0.08333333333333333,0.023152304993356857,0.02522124325070259,0.1787300882460601
20.0,300,,False,0.1,0.95,0.048333333333333346,0.08333333333333333,0.022037211709388608,0.02522124325070259,0.1787300882460601
20.0,600,,False,0.1,0.95,0.048333333333333346,0.08333333333333333,0.023152304993356857,0.02522124325070259,0.1787300882460601
30.0,300,,False,0.1,0.95,0.048333333333333346,0.08333333333333333,0.022037211709388608,0.02522124325070259,0.1787300882460601
30.0,600,,False,0.1,0.95,0.048333333333333346,0.08333333333333333,0.023152304993356857,0.02522124325070259,0.1787300882460601
,100,balanced_subsample,True,0.3,0.946031746031746,0.05166666666666667,0.1,0.03668006351838521,0.037969285832981724,0.15275252316519466
10.0,100,balanced_subsample,True,0.3,0.946031746031746,0.05166666666666667,0.1,0.03668006351838521,0.037969285832981724,0.15275252316519466
20.0,100,balanced_subsample,True,0.3,0.946031746031746,0.05166666666666667,0.1,0.03668006351838521,0.037969285832981724,0.15275252316519466
30.0,100,balanced_subsample,True,0.3,0.946031746031746,0.05166666666666667,0.1,0.03668006351838521,0.037969285832981724,0.15275252316519466
,100,,False,0.1,0.9436507936507936,0.05333333333333333,0.11666666666666665,0.025827206500433297,0.027688746209726917,0.21794494717703367
10.0,100,,False,0.1,0.9436507936507936,0.05333333333333333,0.11666666666666665,0.025827206500433297,0.027688746209726917,0.21794494717703367
20.0,100,,False,0.1,0.9436507936507936,0.05333333333333333,0.11666666666666665,0.025827206500433297,0.027688746209726917,0.21794494717703367
30.0,100,,False,0.1,0.9436507936507936,0.05333333333333333,0.11666666666666665,0.025827206500433297,0.027688746209726917,0.21794494717703367
,600,,True,0.3,0.942063492063492,0.05583333333333333,0.1,0.04024208677488006,0.041256312648288544,0.15275252316519466
10.0,600,,True,0.3,0.942063492063492,0.05583333333333333,0.1,0.04024208677488006,0.041256312648288544,0.15275252316519466
20.0,600,,True,0.3,0.942063492063492,0.05583333333333333,0.1,0.04024208677488006,0.041256312648288544,0.15275252316519466
30.0,600,,True,0.3,0.942063492063492,0.05583333333333333,0.1,0.04024208677488006,0.041256312648288544,0.15275252316519466
,300,,True,0.3,0.942063492063492,0.055833333333333346,0.1,0.04296723074171163,0.044806683529233546,0.15275252316519466
10.0,300,,True,0.3,0.942063492063492,0.055833333333333346,0.1,0.04296723074171163,0.044806683529233546,0.15275252316519466
20.0,300,,True,0.3,0.942063492063492,0.055833333333333346,0.1,0.04296723074171163,0.044806683529233546,0.15275252316519466
30.0,300,,True,0.3,0.942063492063492,0.055833333333333346,0.1,0.04296723074171163,0.044806683529233546,0.15275252316519466
,100,,True,0.3,0.9341269841269841,0.06499999999999999,0.08333333333333333,0.043837982475052314,0.045613107278013355,0.14433756729740643
10.0,100,,True,0.3,0.9341269841269841,0.06499999999999999,0.08333333333333333,0.043837982475052314,0.045613107278013355,0.14433756729740643
20.0,100,,True,0.3,0.9341269841269841,0.06499999999999999,0.08333333333333333,0.043837982475052314,0.045613107278013355,0.14433756729740643
30.0,100,,True,0.3,0.9341269841269841,0.06499999999999999,0.08333333333333333,0.043837982475052314,0.045613107278013355,0.14433756729740643
,600,balanced,True,0.2,0.8817460317460318,0.12083333333333332,0.06666666666666667,0.03738592289940913,0.041457809879442496,0.13333333333333333
10.0,600,balanced,True,0.2,0.8817460317460318,0.12083333333333332,0.06666666666666667,0.03738592289940913,0.041457809879442496,0.13333333333333333
20.0,600,balanced,True,0.2,0.8817460317460318,0.12083333333333332,0.06666666666666667,0.03738592289940913,0.041457809879442496,0.13333333333333333
30.0,600,balanced,True,0.2,0.8817460317460318,0.12083333333333332,0.06666666666666667,0.03738592289940913,0.041457809879442496,0.13333333333333333
,600,balanced_subsample,True,0.2,0.8793650793650795,0.12333333333333332,0.06666666666666667,0.03868589716493314,0.042622372841814735,0.13333333333333333
10.0,600,balanced_subsample,True,0.2,0.8793650793650795,0.12333333333333332,0.06666666666666667,0.03868589716493314,0.042622372841814735,0.13333333333333333
20.0,600,balanced_subsample,True,0.2,0.8793650793650795,0.12333333333333332,0.06666666666666667,0.03868589716493314,0.042622372841814735,0.13333333333333333
30.0,600,balanced_subsample,True,0.2,0.8793650793650795,0.12333333333333332,0.06666666666666667,0.03868589716493314,0.042622372841814735,0.13333333333333333
,300,balanced_subsample,True,0.2,0.8785714285714287,0.12416666666666665,0.06666666666666667,0.04147537343001245,0.046090189363416106,0.13333333333333333
10.0,300,balanced_subsample,True,0.2,0.8785714285714287,0.12416666666666665,0.06666666666666667,0.04147537343001245,0.046090189363416106,0.13333333333333333
20.0,300,balanced_subsample,True,0.2,0.8785714285714287,0.12416666666666665,0.06666666666666667,0.04147537343001245,0.046090189363416106,0.13333333333333333
30.0,300,balanced_subsample,True,0.2,0.8785714285714287,0.12416666666666665,0.06666666666666667,0.04147537343001245,0.046090189363416106,0.13333333333333333
,300,balanced,True,0.2,0.8769841269841271,0.12583333333333335,0.06666666666666667,0.03916326917928674,0.04329325069286846,0.13333333333333333
10.0,300,balanced,True,0.2,0.8769841269841271,0.12583333333333335,0.06666666666666667,0.03916326917928674,0.04329325069286846,0.13333333333333333
20.0,300,balanced,True,0.2,0.8769841269841271,0.12583333333333335,0.06666666666666667,0.03916326917928674,0.04329325069286846,0.13333333333333333
30.0,300,balanced,True,0.2,0.8769841269841271,0.12583333333333335,0.06666666666666667,0.03916326917928674,0.04329325069286846,0.13333333333333333
,100,balanced,True,0.2,0.8746031746031747,0.12833333333333335,0.06666666666666667,0.04915511926095881,0.05377421934967226,0.13333333333333333
10.0,100,balanced,True,0.2,0.8746031746031747,0.12833333333333335,0.06666666666666667,0.04915511926095881,0.05377421934967226,0.13333333333333333
20.0,100,balanced,True,0.2,0.8746031746031747,0.12833333333333335,0.06666666666666667,0.04915511926095881,0.05377421934967226,0.13333333333333333
30.0,100,balanced,True,0.2,0.8746031746031747,0.12833333333333335,0.06666666666666667,0.04915511926095881,0.05377421934967226,0.13333333333333333
,600,,True,0.2,0.8738095238095239,0.13,0.05,0.04061600502198091,0.04333333333333333,0.11902380714238082
10.0,600,,True,0.2,0.8738095238095239,0.13,0.05,0.04061600502198091,0.04333333333333333,0.11902380714238082
20.0,600,,True,0.2,0.8738095238095239,0.13,0.05,0.04061600502198091,0.04333333333333333,0.11902380714238082
30.0,600,,True,0.2,0.8738095238095239,0.13,0.05,0.04061600502198091,0.04333333333333333,0.11902380714238082
,100,balanced_subsample,True,0.2,0.8730158730158731,0.12999999999999998,0.06666666666666667,0.04994327848429293,0.05441609239104836,0.13333333333333333
10.0,100,balanced_subsample,True,0.2,0.8730158730158731,0.12999999999999998,0.06666666666666667,0.04994327848429293,0.05441609239104836,0.13333333333333333
20.0,100,balanced_subsample,True,0.2,0.8730158730158731,0.12999999999999998,0.06666666666666667,0.04994327848429293,0.05441609239104836,0.13333333333333333
30.0,100,balanced_subsample,True,0.2,0.8730158730158731,0.12999999999999998,0.06666666666666667,0.04994327848429293,0.05441609239104836,0.13333333333333333
,300,,True,0.2,0.8706349206349208,0.13333333333333333,0.05,0.043259428809243314,0.04654746681256314,0.11902380714238082
10.0,300,,True,0.2,0.8706349206349208,0.13333333333333333,0.05,0.043259428809243314,0.04654746681256314,0.11902380714238082
20.0,300,,True,0.2,0.8706349206349208,0.13333333333333333,0.05,0.043259428809243314,0.04654746681256314,0.11902380714238082
30.0,300,,True,0.2,0.8706349206349208,0.13333333333333333,0.05,0.043259428809243314,0.04654746681256314,0.11902380714238082
,100,,True,0.2,0.8579365079365081,0.14750000000000002,0.03333333333333333,0.04613425914074164,0.04895434380908172,0.1
10.0,100,,True,0.2,0.8579365079365081,0.14750000000000002,0.03333333333333333,0.04613425914074164,0.04895434380908172,0.1
20.0,100,,True,0.2,0.8579365079365081,0.14750000000000002,0.03333333333333333,0.04613425914074164,0.04895434380908172,0.1
30.0,100,,True,0.2,0.8579365079365081,0.14750000000000002,0.03333333333333333,0.04613425914074164,0.04895434380908172,0.1
,600,balanced_subsample,True,0.15,0.8293650793650794,0.1766666666666667,0.05,0.049148711763146134,0.053851648071345036,0.11902380714238082
10.0,600,balanced_subsample,True,0.15,0.8293650793650794,0.1766666666666667,0.05,0.049148711763146134,0.053851648071345036,0.11902380714238082
20.0,600,balanced_subsample,True,0.15,0.8293650793650794,0.1766666666666667,0.05,0.049148711763146134,0.053851648071345036,0.11902380714238082
30.0,600,balanced_subsample,True,0.15,0.8293650793650794,0.1766666666666667,0.05,0.049148711763146134,0.053851648071345036,0.11902380714238082
,300,balanced_subsample,True,0.15,0.8277777777777778,0.17833333333333337,0.05,0.051745788294295346,0.056543984845624576,0.11902380714238082
10.0,300,balanced_subsample,True,0.15,0.8277777777777778,0.17833333333333337,0.05,0.051745788294295346,0.056543984845624576,0.11902380714238082
20.0,300,balanced_subsample,True,0.15,0.8277777777777778,0.17833333333333337,0.05,0.051745788294295346,0.056543984845624576,0.11902380714238082
30.0,300,balanced_subsample,True,0.15,0.8277777777777778,0.17833333333333337,0.05,0.051745788294295346,0.056543984845624576,0.11902380714238082
,100,balanced,True,0.15,0.8238095238095238,0.18416666666666667,0.016666666666666666,0.06247196398144263,0.06634819766454347,0.0726483157256779
10.0,100,balanced,True,0.15,0.8238095238095238,0.18416666666666667,0.016666666666666666,0.06247196398144263,0.06634819766454347,0.0726483157256779
20.0,100,balanced,True,0.15,0.8238095238095238,0.18416666666666667,0.016666666666666666,0.06247196398144263,0.06634819766454347,0.0726483157256779
30.0,100,balanced,True,0.15,0.8238095238095238,0.18416666666666667,0.016666666666666666,0.06247196398144263,0.06634819766454347,0.0726483157256779
,600,balanced,True,0.15,0.8230158730158731,0.18333333333333335,0.05,0.05412558765596035,0.05939509893735154,0.11902380714238082
10.0,600,balanced,True,0.15,0.8230158730158731,0.18333333333333335,0.05,0.05412558765596035,0.05939509893735154,0.11902380714238082
20.0,600,balanced,True,0.15,0.8230158730158731,0.18333333333333335,0.05,0.05412558765596035,0.05939509893735154,0.11902380714238082
30.0,600,balanced,True,0.15,0.8230158730158731,0.18333333333333335,0.05,0.05412558765596035,0.05939509893735154,0.11902380714238082
,300,balanced,True,0.15,0.8222222222222223,0.18416666666666667,0.05,0.05535109769575458,0.06089038420710522,0.11902380714238082
10.0,300,balanced,True,0.15,0.8222222222222223,0.18416666666666667,0.05,0.05535109769575458,0.06089038420710522,0.11902380714238082
20.0,300,balanced,True,0.15,0.8222222222222223,0.18416666666666667,0.05,0.05535109769575458,0.06089038420710522,0.11902380714238082
30.0,300,balanced,True,0.15,0.8222222222222223,0.18416666666666667,0.05,0.05535109769575458,0.06089038420710522,0.11902380714238082
,100,balanced_subsample,True,0.15,0.8206349206349207,0.18666666666666668,0.03333333333333333,0.05500864587670939,0.05976807025680368,0.1
10.0,100,balanced_subsample,True,0.15,0.8206349206349207,0.18666666666666668,0.03333333333333333,0.05500864587670939,0.05976807025680368,0.1
20.0,100,balanced_subsample,True,0.15,0.8206349206349207,0.18666666666666668,0.03333333333333333,0.05500864587670939,0.05976807025680368,0.1
30.0,100,balanced_subsample,True,0.15,0.8206349206349207,0.18666666666666668,0.03333333333333333,0.05500864587670939,0.05976807025680368,0.1
,600,,True,0.15,0.8087301587301589,0.19916666666666666,0.03333333333333333,0.05417211729073499,0.05832738064865704,0.1
10.0,600,,True,0.15,0.8087301587301589,0.19916666666666666,0.03333333333333333,0.05417211729073499,0.05832738064865704,0.1
20.0,600,,True,0.15,0.8087301587301589,0.19916666666666666,0.03333333333333333,0.05417211729073499,0.05832738064865704,0.1
30.0,600,,True,0.15,0.8087301587301589,0.19916666666666666,0.03333333333333333,0.05417211729073499,0.05832738064865704,0.1
,100,,True,0.15,0.8071428571428573,0.20083333333333334,0.03333333333333333,0.05481938552167975,0.058565016102713675,0.1
,300,,True,0.15,0.8071428571428573,0.20083333333333334,0.03333333333333333,0.05987199750013427,0.0648663155180629,0.1
10.0,100,,True,0.15,0.8071428571428573,0.20083333333333334,0.03333333333333333,0.05481938552167975,0.058565016102713675,0.1
10.0,300,,True,0.15,0.8071428571428573,0.20083333333333334,0.03333333333333333,0.05987199750013427,0.0648663155180629,0.1
20.0,100,,True,0.15,0.8071428571428573,0.20083333333333334,0.03333333333333333,0.05481938552167975,0.058565016102713675,0.1
20.0,300,,True,0.15,0.8071428571428573,0.20083333333333334,0.03333333333333333,0.05987199750013427,0.0648663155180629,0.1
30.0,100,,True,0.15,0.8071428571428573,0.20083333333333334,0.03333333333333333,0.05481938552167975,0.058565016102713675,0.1
30.0,300,,True,0.15,0.8071428571428573,0.20083333333333334,0.03333333333333333,0.05987199750013427,0.0648663155180629,0.1
,600,balanced,True,0.1,0.7634920634920633,0.24749999999999997,0.016666666666666666,0.06989536144858412,0.07440038082339813,0.0726483157256779
10.0,600,balanced,True,0.1,0.7634920634920633,0.24749999999999997,0.016666666666666666,0.06989536144858412,0.07440038082339813,0.0726483157256779
20.0,600,balanced,True,0.1,0.7634920634920633,0.24749999999999997,0.016666666666666666,0.06989536144858412,0.07440038082339813,0.0726483157256779
30.0,600,balanced,True,0.1,0.7634920634920633,0.24749999999999997,0.016666666666666666,0.06989536144858412,0.07440038082339813,0.0726483157256779
,600,balanced_subsample,True,0.1,0.7619047619047618,0.24916666666666662,0.016666666666666666,0.06900655593423541,0.07349886620440708,0.0726483157256779
10.0,600,balanced_subsample,True,0.1,0.7619047619047618,0.24916666666666662,0.016666666666666666,0.06900655593423541,0.07349886620440708,0.0726483157256779
20.0,600,balanced_subsample,True,0.1,0.7619047619047618,0.24916666666666662,0.016666666666666666,0.06900655593423541,0.07349886620440708,0.0726483157256779
30.0,600,balanced_subsample,True,0.1,0.7619047619047618,0.24916666666666662,0.016666666666666666,0.06900655593423541,0.07349886620440708,0.0726483157256779
,300,balanced,True,0.1,0.7563492063492062,0.255,0.016666666666666666,0.07517092306521983,0.07977398629182879,0.0726483157256779
10.0,300,balanced,True,0.1,0.7563492063492062,0.255,0.016666666666666666,0.07517092306521983,0.07977398629182879,0.0726483157256779
20.0,300,balanced,True,0.1,0.7563492063492062,0.255,0.016666666666666666,0.07517092306521983,0.07977398629182879,0.0726483157256779
30.0,300,balanced,True,0.1,0.7563492063492062,0.255,0.016666666666666666,0.07517092306521983,0.07977398629182879,0.0726483157256779
,300,balanced_subsample,True,0.1,0.7507936507936507,0.26083333333333325,0.016666666666666666,0.07082638576927971,0.07532798653591874,0.0726483157256779
10.0,300,balanced_subsample,True,0.1,0.7507936507936507,0.26083333333333325,0.016666666666666666,0.07082638576927971,0.07532798653591874,0.0726483157256779
20.0,300,balanced_subsample,True,0.1,0.7507936507936507,0.26083333333333325,0.016666666666666666,0.07082638576927971,0.07532798653591874,0.0726483157256779
30.0,300,balanced_subsample,True,0.1,0.7507936507936507,0.26083333333333325,0.016666666666666666,0.07082638576927971,0.07532798653591874,0.0726483157256779
,100,balanced_subsample,True,0.1,0.742063492063492,0.27,0.016666666666666666,0.07149467840378378,0.07612124831112825,0.0726483157256779
10.0,100,balanced_subsample,True,0.1,0.742063492063492,0.27,0.016666666666666666,0.07149467840378378,0.07612124831112825,0.0726483157256779
20.0,100,balanced_subsample,True,0.1,0.742063492063492,0.27,0.016666666666666666,0.07149467840378378,0.07612124831112825,0.0726483157256779
30.0,100,balanced_subsample,True,0.1,0.742063492063492,0.27,0.016666666666666666,0.07149467840378378,0.07612124831112825,0.0726483157256779
,100,balanced,True,0.1,0.7396825396825396,0.2725,0.016666666666666666,0.08161879449004725,0.08664663229975467,0.0726483157256779
10.0,100,balanced,True,0.1,0.7396825396825396,0.2725,0.016666666666666666,0.08161879449004725,0.08664663229975467,0.0726483157256779
20.0,100,balanced,True,0.1,0.7396825396825396,0.2725,0.016666666666666666,0.08161879449004725,0.08664663229975467,0.0726483157256779
30.0,100,balanced,True,0.1,0.7396825396825396,0.2725,0.016666666666666666,0.08161879449004725,0.08664663229975467,0.0726483157256779
,600,,True,0.1,0.7253968253968253,0.28833333333333333,0.0,0.06993139927590694,0.0734279692397023,0.0
10.0,600,,True,0.1,0.7253968253968253,0.28833333333333333,0.0,0.06993139927590694,0.0734279692397023,0.0
20.0,600,,True,0.1,0.7253968253968253,0.28833333333333333,0.0,0.06993139927590694,0.0734279692397023,0.0
30.0,600,,True,0.1,0.7253968253968253,0.28833333333333333,0.0,0.06993139927590694,0.0734279692397023,0.0
,300,,True,0.1,0.7214285714285713,0.29250000000000004,0.0,0.07089305427806566,0.07443770699196894,0.0
10.0,300,,True,0.1,0.7214285714285713,0.29250000000000004,0.0,0.07089305427806566,0.07443770699196894,0.0
20.0,300,,True,0.1,0.7214285714285713,0.29250000000000004,0.0,0.07089305427806566,0.07443770699196894,0.0
30.0,300,,True,0.1,0.7214285714285713,0.29250000000000004,0.0,0.07089305427806566,0.07443770699196894,0.0
,100,,True,0.1,0.7119047619047618,0.3025,0.0,0.06905674086799672,0.07250957791139657,0.0
10.0,100,,True,0.1,0.7119047619047618,0.3025,0.0,0.06905674086799672,0.07250957791139657,0.0
20.0,100,,True,0.1,0.7119047619047618,0.3025,0.0,0.06905674086799672,0.07250957791139657,0.0
30.0,100,,True,0.1,0.7119047619047618,0.3025,0.0,0.06905674086799672,0.07250957791139657,0.0
