user_id,feature_group,n_features,threshold,accuracy,far,frr,eer
QcUKYLclszMKbeOKMPTEIZyiKKU2,sensor_only,46,0.07,0.9615384615384616,0.04,0.0,0.0
QcUKYLclszMKbeOKMPTEIZyiKKU2,combined,154,0.055,0.9538461538461539,0.048,0.0,0.0
So7yhmPlhAcD7aHz0kZYyZYj0Yg1,keystroke_only,80,0.035,0.9384615384615385,0.064,0.0,0.012
So7yhmPlhAcD7aHz0kZYyZYj0Yg1,sensor_only,46,0.065,0.9692307692307692,0.032,0.0,0.0
So7yhmPlhAcD7aHz0kZYyZYj0Yg1,combined,154,0.09,1.0,0.0,0.0,0.0
WLA5tSeimOdSy4qCfthdd7C5WeB2,keystroke_only,80,0.14,1.0,0.0,0.0,0.0
WLA5tSeimOdSy4qCfthdd7C5WeB2,sensor_only,46,0.105,0.9692307692307692,0.032,0.0,0.0
WLA5tSeimOdSy4qCfthdd7C5WeB2,combined,154,0.465,1.0,0.0,0.0,0.0
WiOvfjiIXHdwNpm5Z4XQkAvGRI23,keystroke_only,80,0.115,0.9461538461538461,0.056,0.0,0.02
WiOvfjiIXHdwNpm5Z4XQkAvGRI23,sensor_only,46,0.225,1.0,0.0,0.0,0.0
WiOvfjiIXHdwNpm5Z4XQkAvGRI23,combined,154,0.31,0.9923076923076923,0.008,0.0,0.0
ZPw87WT2yagXd9QO1D3a7uqutlJ3,keystroke_only,80,0.065,0.9307692307692308,0.064,0.2,0.168
ZPw87WT2yagXd9QO1D3a7uqutlJ3,sensor_only,46,0.07,0.9384615384615385,0.064,0.0,0.004
ZPw87WT2yagXd9QO1D3a7uqutlJ3,combined,154,0.125,0.9923076923076923,0.008,0.0,0.0
ej3PfaQvUVVIs8EqkGNlOzZx9Is2,keystroke_only,80,0.065,0.8846153846153846,0.112,0.2,0.196
ej3PfaQvUVVIs8EqkGNlOzZx9Is2,sensor_only,46,0.025,0.9692307692307692,0.024,0.2,0.032
ej3PfaQvUVVIs8EqkGNlOzZx9Is2,combined,154,0.025,1.0,0.0,0.0,0.0
i6SCvQJiqYUDYS1leBqlxRY29jr2,keystroke_only,80,0.045,0.7846153846153846,0.224,0.0,0.032
i6SCvQJiqYUDYS1leBqlxRY29jr2,sensor_only,46,0.315,0.9846153846153847,0.008,0.2,0.004
i6SCvQJiqYUDYS1leBqlxRY29jr2,combined,154,0.135,0.9769230769230769,0.024,0.0,0.0
pBcgsSbey6YdBbQGH0nEAMUjA9H2,keystroke_only,80,0.035,0.9230769230769231,0.08,0.0,0.008
pBcgsSbey6YdBbQGH0nEAMUjA9H2,sensor_only,46,0.09,0.9923076923076923,0.008,0.0,0.0
pBcgsSbey6YdBbQGH0nEAMUjA9H2,combined,154,0.035,0.9769230769230769,0.024,0.0,0.0
qHMPVSZeEOVJeANy4PmaCi0s1LX2,keystroke_only,80,0.055,0.8461538461538461,0.16,0.0,0.028
qHMPVSZeEOVJeANy4PmaCi0s1LX2,sensor_only,46,0.095,0.9692307692307692,0.008,0.6,0.23600000000000002
qHMPVSZeEOVJeANy4PmaCi0s1LX2,combined,154,0.125,0.9615384615384616,0.024,0.4,0.152
ruaVJyjTBAXieStKhxpnd1GTACE2,keystroke_only,80,0.16,1.0,0.0,0.0,0.0
ruaVJyjTBAXieStKhxpnd1GTACE2,sensor_only,46,0.02,0.9615384615384616,0.04,0.0,0.0
ruaVJyjTBAXieStKhxpnd1GTACE2,combined,154,0.025,0.9769230769230769,0.024,0.0,0.0
t10BGl5P7lfLJnosyzeNchO2Cgw1,keystroke_only,80,0.055,0.9076923076923077,0.088,0.2,0.044
t10BGl5P7lfLJnosyzeNchO2Cgw1,sensor_only,46,0.065,0.9692307692307692,0.024,0.2,0.20800000000000002
t10BGl5P7lfLJnosyzeNchO2Cgw1,combined,154,0.04,0.9461538461538461,0.048,0.2,0.184
wL7w4dmBmxSYXUEO9tYBUp6XaA22,keystroke_only,80,0.15,0.9615384615384616,0.04,0.0,0.008
wL7w4dmBmxSYXUEO9tYBUp6XaA22,sensor_only,46,0.06,0.9846153846153847,0.016,0.0,0.0
wL7w4dmBmxSYXUEO9tYBUp6XaA22,combined,154,0.04,1.0,0.0,0.0,0.0
zADTuV7nEORpOPqPqjLYGgZyVUD3,keystroke_only,80,0.055,0.9153846153846154,0.088,0.0,0.004
zADTuV7nEORpOPqPqjLYGgZyVUD3,sensor_only,46,0.15,0.9538461538461539,0.048,0.0,0.0
zADTuV7nEORpOPqPqjLYGgZyVUD3,combined,154,0.115,0.9692307692307692,0.032,0.0,0.0
zisvLwXR2sXkiDyF9hQBgzCT5K03,keystroke_only,80,0.14,0.9461538461538461,0.048,0.2,0.164
zisvLwXR2sXkiDyF9hQBgzCT5K03,sensor_only,46,0.12,1.0,0.0,0.0,0.0
zisvLwXR2sXkiDyF9hQBgzCT5K03,combined,154,0.305,0.9846153846153847,0.016,0.0,0.008
zwWo0D9MehY88RXRA0BYoGdJKCz2,keystroke_only,80,0.065,0.9076923076923077,0.088,0.2,0.2
zwWo0D9MehY88RXRA0BYoGdJKCz2,sensor_only,46,0.015,0.9384615384615385,0.064,0.0,0.008
zwWo0D9MehY88RXRA0BYoGdJKCz2,combined,154,0.015,0.9769230769230769,0.024,0.0,0.0
